index_i,index_j,prerequisite,timestamp
0,1,0,2024-10-29 21:21:49
0,2,-2,2024-10-29 21:21:50
0,3,1,2024-10-29 21:21:50
0,4,0,2024-10-29 21:21:51
0,5,-2,2024-10-29 21:21:52
0,6,-2,2024-10-29 21:21:52
0,7,0,2024-10-29 21:21:53
0,8,0,2024-10-29 21:21:53
0,9,0,2024-10-29 21:21:54
0,10,-2,2024-10-29 21:21:55
0,11,0,2024-10-29 21:21:55
0,12,0,2024-10-29 21:21:56
0,13,0,2024-10-29 21:21:56
0,14,0,2024-10-29 21:21:57
0,15,0,2024-10-29 21:21:58
0,16,0,2024-10-29 21:21:58
0,17,0,2024-10-29 21:21:59
0,18,0,2024-10-29 21:22:00
0,19,0,2024-10-29 21:22:00
0,20,0,2024-10-29 21:22:01
0,21,0,2024-10-29 21:22:01
0,22,0,2024-10-29 21:22:02
0,23,0,2024-10-29 21:22:02
0,24,0,2024-10-29 21:22:03
0,25,0,2024-10-29 21:22:03
0,26,0,2024-10-29 21:22:04
0,27,0,2024-10-29 21:22:05
0,28,0,2024-10-29 21:22:05
0,29,-2,2024-10-29 21:22:06
0,30,0,2024-10-29 21:22:06
0,31,0,2024-10-29 21:22:07
0,32,0,2024-10-29 21:22:08
0,33,0,2024-10-29 21:22:08
0,34,0,2024-10-29 21:22:09
0,35,0,2024-10-29 21:22:09
0,36,0,2024-10-29 21:22:10
0,37,0,2024-10-29 21:22:10
0,38,0,2024-10-29 21:22:11
0,39,0,2024-10-29 21:22:11
0,40,0,2024-10-29 21:22:12
0,41,0,2024-10-29 21:22:13
0,42,-2,2024-10-29 21:22:13
0,43,0,2024-10-29 21:22:14
0,44,0,2024-10-29 21:22:14
0,45,0,2024-10-29 21:22:15
0,46,-2,2024-10-29 21:22:15
0,47,0,2024-10-29 21:22:16
0,48,0,2024-10-29 21:22:17
0,49,0,2024-10-29 21:22:17
0,50,0,2024-10-29 21:22:18
0,51,0,2024-10-29 21:22:18
0,52,0,2024-10-29 21:22:19
0,53,0,2024-10-29 21:22:20
0,54,0,2024-10-29 21:22:20
0,55,0,2024-10-29 21:22:21
0,56,-1,2024-10-29 21:22:21
0,57,0,2024-10-29 21:22:22
0,58,0,2024-10-29 21:22:22
0,59,0,2024-10-29 21:22:23
0,60,-2,2024-10-29 21:22:24
0,61,0,2024-10-29 21:22:24
0,62,-1,2024-10-29 21:22:25
0,63,0,2024-10-29 21:22:25
0,64,0,2024-10-29 21:22:26
0,65,0,2024-10-29 21:22:26
0,66,0,2024-10-29 21:22:27
0,67,-2,2024-10-29 21:22:28
0,68,0,2024-10-29 21:22:29
0,69,-2,2024-10-29 21:22:29
0,70,0,2024-10-29 21:22:30
0,71,0,2024-10-29 21:22:30
0,72,0,2024-10-29 21:22:31
0,73,0,2024-10-29 21:22:32
0,74,0,2024-10-29 21:22:32
0,75,-2,2024-10-29 21:22:33
0,76,0,2024-10-29 21:22:33
0,77,-2,2024-10-29 21:22:34
0,78,-2,2024-10-29 21:22:35
0,79,-2,2024-10-29 21:22:36
0,80,0,2024-10-29 21:22:36
0,81,0,2024-10-29 21:22:37
0,82,0,2024-10-29 21:22:37
0,83,0,2024-10-29 21:22:38
0,84,0,2024-10-29 21:22:38
0,85,-2,2024-10-29 21:22:39
0,86,0,2024-10-29 21:22:40
0,87,-2,2024-10-29 21:22:41
0,88,-2,2024-10-29 21:22:41
0,89,0,2024-10-29 21:22:42
0,90,0,2024-10-29 21:22:43
0,91,0,2024-10-29 21:22:44
0,92,0,2024-10-29 21:22:44
0,93,0,2024-10-29 21:22:45
0,94,0,2024-10-29 21:22:45
0,95,-2,2024-10-29 21:22:46
0,96,0,2024-10-29 21:22:47
0,97,0,2024-10-29 21:22:47
0,98,0,2024-10-29 21:22:48
0,99,0,2024-10-29 21:22:48
0,100,0,2024-10-29 21:22:49
0,101,0,2024-10-29 21:22:50
0,102,0,2024-10-29 21:22:51
0,103,0,2024-10-29 21:22:51
0,104,0,2024-10-29 21:22:52
0,105,0,2024-10-29 21:22:52
0,106,0,2024-10-29 21:22:53
0,107,-1,2024-10-29 21:22:54
0,108,0,2024-10-29 21:22:54
0,109,0,2024-10-29 21:22:55
0,110,0,2024-10-29 21:22:55
0,111,-2,2024-10-29 21:22:56
0,112,0,2024-10-29 21:22:56
0,113,0,2024-10-29 21:22:57
0,114,0,2024-10-29 21:22:58
0,115,-2,2024-10-29 21:22:58
0,116,0,2024-10-29 21:22:59
