index_i,index_j,prerequisite,timestamp
0,1,0,2024-10-29 17:12:44
0,2,-2,2024-10-29 17:12:45
0,3,1,2024-10-29 17:12:46
0,4,0,2024-10-29 17:12:46
0,5,-1,2024-10-29 17:12:47
0,6,0,2024-10-29 17:12:49
0,7,0,2024-10-29 17:12:50
0,8,0,2024-10-29 17:12:50
0,9,0,2024-10-29 17:12:51
0,10,0,2024-10-29 17:12:52
0,11,0,2024-10-29 17:12:53
0,12,0,2024-10-29 17:12:53
0,13,0,2024-10-29 17:12:54
0,14,0,2024-10-29 17:12:55
0,15,0,2024-10-29 17:12:56
0,16,0,2024-10-29 17:12:58
0,17,0,2024-10-29 17:12:59
0,18,0,2024-10-29 17:13:00
0,19,0,2024-10-29 17:13:02
0,20,0,2024-10-29 17:13:03
0,21,0,2024-10-29 17:13:05
0,22,0,2024-10-29 17:13:05
0,23,0,2024-10-29 17:13:06
0,24,0,2024-10-29 17:13:07
0,25,0,2024-10-29 17:13:09
0,26,0,2024-10-29 17:13:09
0,27,0,2024-10-29 17:13:11
0,28,0,2024-10-29 17:13:12
0,29,-2,2024-10-29 17:13:13
0,30,0,2024-10-29 17:13:14
0,31,0,2024-10-29 17:13:15
0,32,0,2024-10-29 17:13:16
0,33,0,2024-10-29 17:13:38
0,34,0,2024-10-29 17:13:39
0,35,0,2024-10-29 17:13:41
0,36,0,2024-10-29 17:13:43
0,37,0,2024-10-29 17:13:44
0,38,0,2024-10-29 17:13:45
0,39,0,2024-10-29 17:13:46
0,40,0,2024-10-29 17:13:47
0,41,0,2024-10-29 17:13:48
0,42,-2,2024-10-29 17:13:49
0,43,0,2024-10-29 17:13:50
0,44,0,2024-10-29 17:13:52
0,45,0,2024-10-29 17:13:53
0,46,-1,2024-10-29 17:13:54
0,47,0,2024-10-29 17:13:56
0,48,0,2024-10-29 17:13:57
0,49,0,2024-10-29 17:13:58
0,50,0,2024-10-29 17:13:59
0,51,0,2024-10-29 17:14:00
0,52,0,2024-10-29 17:14:02
0,53,0,2024-10-29 17:14:03
0,54,0,2024-10-29 17:14:04
0,55,0,2024-10-29 17:14:06
0,56,-1,2024-10-29 17:14:07
0,57,0,2024-10-29 17:14:09
0,58,0,2024-10-29 17:14:10
0,59,0,2024-10-29 17:14:11
0,60,1,2024-10-29 17:14:12
0,61,0,2024-10-29 17:14:13
0,62,-1,2024-10-29 17:14:14
0,63,0,2024-10-29 17:14:15
0,64,0,2024-10-29 17:14:16
0,65,0,2024-10-29 17:14:17
0,66,0,2024-10-29 17:14:19
0,67,-2,2024-10-29 17:14:22
0,68,0,2024-10-29 17:14:23
0,69,-2,2024-10-29 17:14:24
0,70,0,2024-10-29 17:14:25
0,71,0,2024-10-29 17:14:27
0,72,0,2024-10-29 17:14:28
0,73,0,2024-10-29 17:14:30
0,74,0,2024-10-29 17:14:32
0,75,0,2024-10-29 17:14:34
0,76,0,2024-10-29 17:14:36
0,77,0,2024-10-29 17:14:38
0,78,-1,2024-10-29 17:14:40
0,79,0,2024-10-29 17:14:41
0,80,0,2024-10-29 17:14:42
0,81,0,2024-10-29 17:14:44
0,82,0,2024-10-29 17:14:46
0,83,0,2024-10-29 17:14:47
0,84,0,2024-10-29 17:14:48
0,85,0,2024-10-29 17:14:51
0,86,0,2024-10-29 17:14:53
0,87,-2,2024-10-29 17:14:54
0,88,-2,2024-10-29 17:14:56
0,89,0,2024-10-29 17:14:57
0,90,0,2024-10-29 17:14:58
0,91,0,2024-10-29 17:15:00
0,92,0,2024-10-29 17:15:05
0,93,0,2024-10-29 17:15:08
0,94,0,2024-10-29 17:15:10
0,95,0,2024-10-29 17:15:12
0,96,0,2024-10-29 17:15:14
0,97,0,2024-10-29 17:15:16
0,98,0,2024-10-29 17:15:18
0,99,0,2024-10-29 17:15:21
0,100,0,2024-10-29 17:15:23
0,101,0,2024-10-29 17:15:24
0,102,0,2024-10-29 17:15:25
0,103,0,2024-10-29 17:15:27
0,104,0,2024-10-29 17:15:28
0,105,0,2024-10-29 17:15:29
0,106,0,2024-10-29 17:15:31
0,107,-1,2024-10-29 17:15:32
0,108,0,2024-10-29 17:15:33
0,109,0,2024-10-29 17:15:36
0,110,0,2024-10-29 17:15:37
0,111,-2,2024-10-29 17:15:39
0,112,0,2024-10-29 17:15:41
0,113,0,2024-10-29 17:15:43
0,114,0,2024-10-29 17:15:44
0,115,-1,2024-10-29 17:15:45
0,116,0,2024-10-29 17:15:46
0,117,0,2024-10-29 17:15:47
0,118,0,2024-10-29 17:15:49
0,119,0,2024-10-29 17:15:50
0,120,0,2024-10-29 17:15:52
0,121,0,2024-10-29 17:15:53
0,122,-1,2024-10-29 17:15:56
0,123,-2,2024-10-29 17:15:57
0,124,0,2024-10-29 17:15:58
0,125,-2,2024-10-29 17:15:59
0,126,0,2024-10-29 17:16:01
0,127,0,2024-10-29 17:16:02
0,128,0,2024-10-29 17:16:04
0,129,0,2024-10-29 17:16:07
0,130,0,2024-10-29 17:16:09
0,131,0,2024-10-29 17:16:11
0,132,0,2024-10-29 17:16:13
0,133,0,2024-10-29 17:16:15
0,134,0,2024-10-29 17:16:16
0,135,0,2024-10-29 17:16:18
0,136,0,2024-10-29 17:16:19
0,137,0,2024-10-29 17:16:20
0,138,0,2024-10-29 17:16:21
0,139,0,2024-10-29 17:16:22
0,140,0,2024-10-29 17:16:23
0,141,0,2024-10-29 17:16:24
0,142,0,2024-10-29 17:16:25
0,143,0,2024-10-29 17:16:27
0,144,0,2024-10-29 17:16:28
0,145,0,2024-10-29 17:16:29
0,146,0,2024-10-29 17:16:31
0,147,0,2024-10-29 17:16:32
0,148,0,2024-10-29 17:16:33
0,149,0,2024-10-29 17:16:34
0,150,0,2024-10-29 17:16:35
0,151,0,2024-10-29 17:16:36
0,152,0,2024-10-29 17:16:38
0,153,0,2024-10-29 17:16:40
0,154,0,2024-10-29 17:16:43
0,155,0,2024-10-29 17:16:44
0,156,0,2024-10-29 17:16:46
0,157,0,2024-10-29 17:16:47
0,158,0,2024-10-29 17:16:48
0,159,-2,2024-10-29 17:16:50
0,160,0,2024-10-29 17:16:52
0,161,0,2024-10-29 17:16:54
0,162,0,2024-10-29 17:16:55
0,163,0,2024-10-29 17:16:56
0,164,0,2024-10-29 17:16:58
0,165,0,2024-10-29 17:16:58
0,166,0,2024-10-29 17:16:59
0,167,0,2024-10-29 17:17:00
0,168,0,2024-10-29 17:17:01
0,169,0,2024-10-29 17:17:02
0,170,0,2024-10-29 17:17:03
0,171,0,2024-10-29 17:17:04
0,172,0,2024-10-29 17:17:05
0,173,0,2024-10-29 17:17:06
0,174,0,2024-10-29 17:17:08
0,175,0,2024-10-29 17:17:10
0,176,0,2024-10-29 17:17:12
0,177,0,2024-10-29 17:17:14
0,178,0,2024-10-29 17:17:15
0,179,0,2024-10-29 17:17:16
0,180,0,2024-10-29 17:17:17
0,181,0,2024-10-29 17:17:19
0,182,-2,2024-10-29 17:17:21
0,183,0,2024-10-29 17:17:23
0,184,0,2024-10-29 17:17:24
0,185,0,2024-10-29 17:17:25
0,186,0,2024-10-29 17:17:27
0,187,0,2024-10-29 17:17:28
0,188,0,2024-10-29 17:17:28
0,189,-2,2024-10-29 17:17:29
0,190,0,2024-10-29 17:17:31
0,191,0,2024-10-29 17:17:32
0,192,0,2024-10-29 17:17:32
0,193,0,2024-10-29 17:17:33
0,194,0,2024-10-29 17:17:34
0,195,-1,2024-10-29 17:17:35
0,196,-1,2024-10-29 17:17:36
0,197,-1,2024-10-29 17:17:37
0,198,0,2024-10-29 17:17:39
0,199,0,2024-10-29 17:17:40
0,200,0,2024-10-29 17:17:42
0,201,0,2024-10-29 17:17:44
0,202,0,2024-10-29 17:17:45
0,203,0,2024-10-29 17:17:46
0,204,0,2024-10-29 17:17:47
0,205,0,2024-10-29 17:17:48
0,206,0,2024-10-29 17:17:49
0,207,0,2024-10-29 17:17:50
0,208,0,2024-10-29 17:17:51
0,209,0,2024-10-29 17:17:53
0,210,0,2024-10-29 17:17:54
0,211,0,2024-10-29 17:17:55
0,212,0,2024-10-29 17:17:56
0,213,0,2024-10-29 17:17:57
0,214,0,2024-10-29 17:17:58
0,215,0,2024-10-29 17:17:59
0,216,-2,2024-10-29 17:18:00
0,217,0,2024-10-29 17:18:01
0,218,0,2024-10-29 17:18:02
0,219,0,2024-10-29 17:18:03
0,220,-2,2024-10-29 17:18:04
0,221,0,2024-10-29 17:18:06
0,222,0,2024-10-29 17:18:07
0,223,0,2024-10-29 17:18:09
0,224,0,2024-10-29 17:18:10
0,225,0,2024-10-29 17:18:11
0,226,-2,2024-10-29 17:18:12
0,227,0,2024-10-29 17:18:13
0,228,0,2024-10-29 17:18:15
0,229,0,2024-10-29 17:18:16
0,230,0,2024-10-29 17:18:17
0,231,0,2024-10-29 17:18:19
0,232,0,2024-10-29 17:18:20
0,233,0,2024-10-29 17:18:21
0,234,0,2024-10-29 17:18:23
0,235,0,2024-10-29 17:18:25
0,236,0,2024-10-29 17:18:28
0,237,0,2024-10-29 17:18:30
0,238,0,2024-10-29 17:18:33
0,239,0,2024-10-29 17:18:37
0,240,0,2024-10-29 17:18:42
0,241,0,2024-10-29 17:18:45
0,242,0,2024-10-29 17:18:48
0,243,-1,2024-10-29 17:18:51
0,244,0,2024-10-29 17:18:53
0,245,0,2024-10-29 17:18:56
0,246,0,2024-10-29 17:18:59
0,247,0,2024-10-29 17:19:01
0,248,0,2024-10-29 17:19:05
0,249,0,2024-10-29 17:19:08
0,250,0,2024-10-29 17:19:12
0,251,0,2024-10-29 17:19:14
0,252,0,2024-10-29 17:19:16
0,253,0,2024-10-29 17:19:19
0,254,0,2024-10-29 17:19:21
0,255,0,2024-10-29 17:19:23
0,256,0,2024-10-29 17:19:26
0,257,0,2024-10-29 17:19:27
0,258,0,2024-10-29 17:19:31
0,259,0,2024-10-29 17:19:32
0,260,0,2024-10-29 17:19:34
0,261,0,2024-10-29 17:19:35
0,262,0,2024-10-29 17:19:36
0,263,0,2024-10-29 17:19:38
0,264,0,2024-10-29 17:19:39
0,265,0,2024-10-29 17:19:41
0,266,0,2024-10-29 17:19:43
0,267,-1,2024-10-29 17:19:44
0,268,0,2024-10-29 17:19:45
0,269,0,2024-10-29 17:19:47
0,270,0,2024-10-29 17:19:48
0,271,0,2024-10-29 17:19:49
0,272,0,2024-10-29 17:19:50
0,273,0,2024-10-29 17:19:52
0,274,0,2024-10-29 17:19:53
0,275,0,2024-10-29 17:19:54
0,276,0,2024-10-29 17:19:56
0,277,0,2024-10-29 17:19:57
0,278,0,2024-10-29 17:19:59
0,279,0,2024-10-29 17:20:00
0,280,0,2024-10-29 17:20:03
0,281,0,2024-10-29 17:20:05
0,282,0,2024-10-29 17:20:07
0,283,0,2024-10-29 17:20:09
0,284,0,2024-10-29 17:20:09
0,285,0,2024-10-29 17:20:10
0,286,0,2024-10-29 17:20:11
0,287,0,2024-10-29 17:20:12
0,288,0,2024-10-29 17:20:13
0,289,0,2024-10-29 17:20:14
0,290,0,2024-10-29 17:20:15
0,291,0,2024-10-29 17:20:16
0,292,0,2024-10-29 17:20:18
0,293,0,2024-10-29 17:20:20
0,294,-1,2024-10-29 17:20:22
0,295,0,2024-10-29 17:20:24
0,296,0,2024-10-29 17:20:26
0,297,0,2024-10-29 17:20:28
0,298,0,2024-10-29 17:20:30
0,299,0,2024-10-29 17:20:32
0,300,0,2024-10-29 17:20:34
0,301,0,2024-10-29 17:20:36
0,302,0,2024-10-29 17:20:38
1,2,0,2024-10-29 17:20:40
1,3,0,2024-10-29 17:20:41
1,4,0,2024-10-29 17:20:43
1,5,0,2024-10-29 17:20:45
1,6,0,2024-10-29 17:20:46
1,7,0,2024-10-29 17:20:48
1,8,0,2024-10-29 17:20:49
1,9,0,2024-10-29 17:20:52
1,10,1,2024-10-29 17:20:54
1,11,0,2024-10-29 17:20:56
1,12,0,2024-10-29 17:20:58
1,13,0,2024-10-29 17:21:01
1,14,0,2024-10-29 17:21:03
1,15,0,2024-10-29 17:21:06
